id,name,gender,job,house,patronus,species,blood_status,loyalty,skills,birth,death,source,known_ingredients,effect,characteristics,incantation,type,entity_type,slug,alias_names,animagus,boggart,born,died,eye_color,family_members,hair_color,height,image,jobs,marital_status,nationality,romances,skin_color,titles,wands,weight,wiki,entity_id,category,creator,hand,light,difficulty,inventors,ingredients,manufacturers,side_effects,time,author,cover,dedication,pages,release_date,summary,title
102.0,Amos Diggory,Male,Employee of the Department for the Regulation and Control of Magical Creatures[,,Non-corporeal,Human,Pure-blood or half-blood,Minister of Magic,Works for the Department for the Regulation and Control of Magical Creatures,,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,Dedalus Diggle,Male,,,Non-corporeal,Human,Pure-blood or half-blood,Order of the Phoenix,An enthusiastic volunteer for the Order and a helpful escort for Harry and his relatives,Pre 1964,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,Elphias Doge,Male,Special Advisor to the Wizengamot,,Non-corporeal,Human,Pure-blood,Order of the Phoenix,Writing,1 September 1880 - 31 August 1881,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,Fleur Isabelle Delacour,Female,Part-time at Gringotts Wizarding Bank,Beauxbatons Academy of Magic,Non-corporeal,Human,Quarter-Veela,Order of the Phoenix,"part Veela, and therefore possesses some of their magical powers. She was also selected to compete in the Triwizard Tournament","Pre 30 October, 1977",,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,Aberforth Dumbledore,Male,Owner and Barman of the Hog's Head Inn,,Goat,Human,Half-blood,Order of the Phoenix,"Bartending, caring for Ariana",1 September 1883-31 August 1884,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,Mundungus Fletcher,Male,Dealer of wizarding artifacts,,Non-corporeal,Human,Half-blood[,Order of the Phoenix,"Gathering information for the Order, dealing in stolen cauldrons, 'acquiring' the odd Muggle car",Before 1962,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,Sturgis Podmore,Male,Advance Guard,,,Human,Pure-blood or half-blood,Order of the Phoenix,Carrying out guard duty for the Order,8 September 1956 - 7 September 1957,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,Hestia Jones,Female,Advance Guard,,,Human,Pure-blood or half-blood,Order of the Phoenix,Carrying out escort missions for the Order,Pre 1978,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,Marlene McKinnon,Female,,,,Human,,Original Order of the Phoenix,,,"July, 1981",characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,Fabian Prewett,Male,,,,Human,Pure-blood,Original Order of the Phoenix,Duelling,,1981,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,Gideon Prewett,Male,,,,Human,Pure-blood,Original Order of the Phoenix,Duelling,,1981,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.0,Emmeline Vance,Female,Advance Guard,,,Human,,Order of the Phoenix,,pre 1964,"Early July, 1996",characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,Edgar Bones,Male,,Hufflepuff,,Human,Pure-blood or half-blood,Original Order of the Phoenix,Said to be a great wizard,,1981,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,Dorcas Meadowes,Female,,,,Human,,Original Order of the Phoenix,,,1981,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0,Benjy Fenwick,Male,,,,Human,,Original Order of the Phoenix,,,1981,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,Madame Olympe Maxime,Female,Headmistress of Beauxbatons Academy of Magic,Beauxbatons Academy of Magic,,Half-Human/Half-Giant,Part-Human (Half-giant),,"An ‘excellent dancer’, in the words of Dumbledore himself",,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,Gabrielle Delacour,Female,,Beauxbatons Academy of Magic,,Human,Quarter-Veela,,part Veela and therefore may possess some of their magical powers,31 July 1985 - 30 July 1986,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.0,Viktor Krum,Male,Seeker for the Bulgarian National Quidditch team,Durmstrang Institute,,Human,Pure-blood or half-blood,,One of the best Seekers in the world,"April-August, 1976",,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,Petunia Dursley,Female,,,,Human,Muggle,,,Pre 1960,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,Vernon Dursley,Male,Director at Grunnings,,,Human,Muggle,,"Schmoozing clients, pretending magic doesn't exist",Pre 1954,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,Dudley Dursley,Male,,,,Human,Muggle,,,23 June 1980,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,Marge Dursley,Female,Dog breeder,,,Human,Muggle,,Breeding bulldogs,Pre 1954,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,Dennis Creevey,Male,Student,Gryffindor,,Human,Muggle-born,Dumbledore's Army,,1 September 1982 - 31 August 1983,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,Albus Severus Potter,Male,Student,Slytherin,,Human,Half-blood,,,Between 1 September 2005-31 August 2006,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,Scorpius Hyperion Malfoy,Male,Student,Slytherin,,Human,Pure-blood,,,Between 1 September 2005-31 August 2007,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,Edward Remus Lupin,Male,Student,Hufflepuff,,Human (Metamorphmagus),Half-blood,,,"April, 1998",,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,James Sirius Potter,Male,Student,Gryffindor,,Human,Half-blood,,,1 September 2003-31 August 2004,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,Rose Granger-Weasley,Female,Student,Gryffindor,,Human,Half-blood,,Chaser,1 September 2005-31 August 2006,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,Argus Filch,Male,Caretaker of Hogwarts,,,Human,Squib,Hogwarts School of Witchcraft and Wizardry,Sniffing out mischief,Pre 1951,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,Poppy Pomfrey,Female,Matron at Hogwarts School,,Non-corporeal,Human,Pure-blood or half-blood,Hogwarts School of Witchcraft and Wizardry,Skilled medical healer,pre 1954,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,Rolanda Hooch,Female,Flying Instructor at Hogwarts,,Non-corporeal,Human,,Hogwarts School of Witchcraft and Wizardry,"Teaching, flying, refereeing Quidditch matches",pre 1918,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,Irma Pince,Female,Librarian at Hogwarts,,Non-corporeal,Human,,Hogwarts School of Witchcraft and Wizardry,,Pre 1966,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,Aurora Sinistra,Female,Astronomer at Hogwarts,,,Human,Pure-blood or half-blood,Hogwarts School of Witchcraft and Wizardry,,Pre 1968,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,Septima Vector,Female,Professor of Arithmancyat Hogwarts,,,Human,,Hogwarts School of Witchcraft and Wizardry,,Before 1974,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,Wilhelmina Grubbly-Plank,Female,Substitute professor of Care of Magical Creatures at Hogwarts,,Non-corporeal,Human,,Hogwarts School of Witchcraft and Wizardry,,,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,Fenrir Greyback,Male,,,,Werewolf,,Lord Voldemort  | Death Eaters,Physical combat,Pre 1945,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0,Gellert Grindelwald,Male,Revolutionary leader(c. 1920s[6] – 1945),,,Human,Pure-blood or half-blood,Gellert Grindelwald's Acolytes,Duelling,1883,"March, 1998",characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.0,Dobby,Male,"Malfoy family's house-elf (? - 1993),
Hogwarts kitchens worker (December 1994 - 1998)",,,House elf,,,"A type of magic specific to house-elves, performed without a wand which includes the ability to apparate, disarm and make objects levitate",28 June,"Late March, 1998",characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.0,Kreacher,Male,"Black family's house-elf (?-1996), 
Harry Potter's house-elf, 
Hogwarts kitchen worker",,,House elf,,,"Magic performed without a wand which includes the ability to apparate, disarm and make objects levitate",,,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ageing Potion,,,,,,,,,,,potions,"Newt spleens , Bananas",Ages drinker temporarily,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amortentia,,,,,,,,,,,potions,,Love Potion that causes a powerful infatuation or obsession in the drinker,"Mother-of-pearl sheen, Spiralling steam, Scent is multi-faceted and varies based on what the person likes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Antidote to Veritaserum,,,,,,,,,,,potions,,Counters the effect of Veritaserum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Babbling Beverage,,,,,,,,,,,potions,"Valerian sprigs, Aconite, Dittany",Causes the drinker to speak nonsense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baruffio's Brain Elixir,,,,,,,,,,,potions,"Leaping Toadstools, Frog Brains, Runespoor eggs, Powdered dragon claw",Allegedly increases one's brain power,Green in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Befuddlement Draught,,,,,,,,,,,potions,"Scurvy grass, Lovage, Sneezewort",Recklessness,Dark green in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,First Love Beguiling Bubbles,,,,,,,,,,,potions,,Causes the drinker to become infatuated with the giver of the potion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fire Protection Potion,,,,,,,,,,,potions,"Bursting mushrooms, Salamander blood, Wartcap powder",Protects drinker from fire,Purple or Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tolipan Blemish Blitzer,,,,,,,,,,,potions,Dragon claw,Treats acne,"White in colour, Thick paste consistency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blood-Replenishing Potion,,,,,,,,,,,potions,,Replenishes lost blood,Dark red in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bruise removal paste,,,,,,,,,,,potions,,Heals bruises in an hour,"Thick, yellow paste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bundimun Secretion,,,,,,,,,,,potions,,"Doxycide, Bundimun Pomade, Cleaning products","Lime green in colour, Emits vapours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Burn-healing paste,,,,,,,,,,,potions,,Heals burns,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calming Draught,,,,,,,,,,,potions,,Calms the drinker,Blue in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Caxambu Style Borborygmus Potion,,,,,,,,,,,potions,,Provokes stomach growling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chelidonium Miniscula,,,,,,,,,,,potions,Dark yellow in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Confusing Concoction,,,,,,,,,,,potions,"Scurvy grass, Lovage, Sneezewort",Confusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cough potion,,,,,,,,,,,potions,,Cures coughing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cupid Crystals,,,,,,,,,,,potions,,Causes the drinker to become infatuated with the giver of the potion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cure for Boils,,,,,,,,,,,potions,"Dried nettles, 6 snake fangs, 4 horned slugs, 2 porcupine quills, Pungous Onions, Flobberworm Mucus, Ginger root, Shrake spines",Removes boils,"Blue, Emits pink smoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Death potion,,,,,,,,,,,potions,,"Highly corrosive, death on contact",Black in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deflating Draught,,,,,,,,,,,potions,,Deflates the target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Developing solution,,,,,,,,,,,potions,,Develops moving photographs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Doxycide,,,,,,,,,,,potions,"Bundimun Ooze, Streeler shells, Dragon liver, Hemlock essence, Tormentil tincture, Cowbane essence",Temporarily stuns Doxies so that the pests can be removed from a home,"Black in colour, Typically delivered as a spray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dr Ubbly's Oblivious Unction,,,,,,,,,,,potions,,Heals wounds left by thoughts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Draught of Living Death,,,,,,,,,,,potions,"Standard potioning water, Powdered Root of Asphodel, Infusion of Wormwood, Valerian root, A Sopophorous bean, A Sloth brain","Causes the drinker to fall into a deep, death-like slumber",Turns pale lilac colour then clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Draught of Peace,,,,,,,,,,,potions,"Powdered moonstone, Syrup of Hellebore, Powdered Unicorn horn, Powdered Porcupine quills",Relieves anxiety,Light silver colour and vapour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Potion for Dreamless Sleep,,,,,,,,,,,potions,,"Drowsiness , dreamless sleep",Purple in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Emerald Potion,,,,,,,,,,,potions,"Emerald green in colour, Glows phosphorescently","Induces fear, delirium, intense stomach pain and extreme thirst in the drinker",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elixir of Life,,,,,,,,,,,potions,Philosopher's Stone,Immortality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elixir to Induce Euphoria,,,,,,,,,,,potions,"Shrivelfig, Porcupine quills, Peppermint sprigs, Sopophorous beans, Wormwood",Induces happiness,"Sunshine yellow in colour, Sweet, Aromatic, Emits rainbow when finished",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Everlasting Elixirs,,,,,,,,,,,potions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Essence of Insanity,,,,,,,,,,,potions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fake protective potions,,,,,,,,,,,potions,"Bubotuber Pus, Gravy",Supposedly protect the drinker from the effects of dark magic (likely useless),Fraudulent solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Felix Felicis,,,,,,,,,,,potions,"Ashwinder egg, Squill bulb, Murtlap tentacle, Tincture of thyme, Occamy eggshell, Powdered common rue","Makes the drinker lucky, Giddiness and recklessness with overuse, Extremely toxic in large quantities, Highly disastrous if brewed incorrectly",Droplets leap like goldfish above potion's surface when in cauldron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fergus Fungal Budge,,,,,,,,,,,potions,"Onion juice, Jewelweed, Neem oil","Treats ringworm, fungicide, Potential negative side effects if used by elves",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Flesh-Eating Slug Repellent,,,,,,,,,,,potions,Repels Flesh-Eating Slugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Forgetfulness Potion,,,,,,,,,,,potions,"2 drops of Lethe River Water, 2 Valerian sprigs, 2 measures of Standard Ingredient, 4 mistletoe berries",Memory loss,Orange in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Garrotting Gas,,,,,,,,,,,potions,,"Causes choking, possibly suffocation",Colourless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hair-Raising Potion,,,,,,,,,,,potions,"Rat tails, Porcupine quills, Billywig stings",Raises hair up on end,Green colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Heartbreak Teardrops,,,,,,,,,,,potions,,Causes the drinker to become infatuated with the giver of the potion,Red in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Herbicide Potion,,,,,,,,,,,potions,"Flobberworm mucus, Horklump juice, Lionfish spines, Standard Ingredient",Kills or damages plants,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hiccoughing Solution,,,,,,,,,,,potions,,Presumably causes hiccoughs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Invigoration Draught,,,,,,,,,,,potions,"Alihotsy leaves, Dried billywig stings, Peppermint, Stewed Mandrake, Infusion of Wormwood,
Honeywater, Vervain, infusion, Scurvy grass, Lovage",Energises the drinker,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kissing Concoction,,,,,,,,,,,potions,,Causes the drinker to become infatuated with the giver of the potion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laxative Potion,,,,,,,,,,,potions,"Two scrumples of an unknown ingredient, An ingredient used in a furnace, Agrimonia",Laxative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Love Potion Antidote,,,,,,,,,,,potions,"Wiggentree twigs, Castor oil, Extract of Gurdyroot",Serves as an antidote for Love Potion,"Clear, colourless",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Madame Glossy's Silver Polish,,,,,,,,,,,potions,,Polishes silver objects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mandrake Restorative Draught,,,,,,,,,,,potions,Stewed Mandrake,Returns transfigured or cursed individuals to their original state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mouth Itching Antidote,,,,,,,,,,,potions,Pale green in colour,Cures mouth itching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mrs Skower's All-Purpose Magical Mess Remover,,,,,,,,,,,potions,,Cleans stains,Strong acrid odour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Murtlap Essence,,,,,,,,,,,potions,Murtlap tentacles,Soothes and heals cuts and abrasions,Blue in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pepperup Potion,,,,,,,,,,,potions,"Bicorn horn, Mandrake root","Warms up the recipient and cures common cold, Steam emits from drinker's ears",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Polyjuice Potion,,,,,,,,,,,potions,"Lacewing flies (stewed 21 days), Leeches, Powdered bicorn horn, Knotgrass, Fluxweed (picked at full moon), Shredded Boomslang skin, A bit of the person one wants to turn into (typically hair)",Allows a human drinker to temporarily assume the form of another person,"Before addition of final ingredient: Thick and mud-like, Bubbles slowly
After addition of final ingredient: Taste and colour vary depending on the person being turned into",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rat tonic,,,,,,,,,,,potions,,"Healing potion for rats, Abnormal growth of the rat if too much is drunk",Green-coloured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Regeneration potion,,,,,,,,,,,potions,"Bone of the father, Flesh of a servant, Blood of a foe",Helps restore non-corporeal wizards to their bodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rudimentary body potion,,,,,,,,,,,potions,"Snake venom, Unicorn blood",Helps restore non-corporeal wizards to a rudimentary bodies/sustains rudimentary bodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shrinking Solution,,,,,,,,,,,potions,"Minced daisy roots, Peeled Shrivelfig, Sliced caterpillars, One rat spleen, A dash of leech juice, A splash of cowbane, Wormwood",Causes living beings to shrink to a smaller form,Acid green in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skele-Gro,,,,,,,,,,,potions,"1 Chinese Chomping Cabbage, 3 Puffer-fish, 5 Scarab beetles",Restores bones,"Smokes when poured, Vile taste, Burns on the way down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sleekeazy's Hair Potion,,,,,,,,,,,potions,"Gomas Barbadensis, Asian Dragon Hair, Petroleum Jelly",Makes hair more manageable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sleeping Draught,,,,,,,,,,,potions,"4 sprigs of Lavender, 6 measures of Standard Ingredient, 2 blobs of Flobberworm Mucus, 4 Valerian sprigs",Make the drinker quickly fall into a deep but temporary sleep,Dark Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Strengthening Solution,,,,,,,,,,,potions,"Salamander blood, Powdered  Griffin claw",Superhuman strength,Turquoise in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Swelling Solution,,,,,,,,,,,potions,"Puffer-fish eyes, Dried nettle, Bat spleens",Causes enlargement on contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ten-Second Pimple Vanisher,,,,,,,,,,,potions,,"Treats boils, pimples, blackheads and acne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thick golden potion,,,,,,,,,,,potions,,"Healing, curse quarantining",Golden in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Truth serum,,,,,,,,,,,potions,Jobberknoll feathers,Drinker tells the truth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Veritaserum,,,,,,,,,,,potions,,Forces drinker to speak the truth,Clear and odourless like water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weedosoros,,,,,,,,,,,potions,,Highly poisonous,Deep brown in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wideye Potion,,,,,,,,,,,potions,"6 snake fangs, 4 measures of Standard Ingredient, 6 dried Billywig stings,  2 sprigs of Wolfsbane","Prevents sleeping, Awakens victim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wit-Sharpening Potion,,,,,,,,,,,potions,"Ground scarab beetles, Cut ginger roots, Armadillo bile",Improves intellect,Purple in colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wolfsbane Potion,,,,,,,,,,,potions,Wolfsbane,Eases the symptoms of lycanthropy; prevents werewolves from losing their minds post-transformation.,"Faint blue smoke when completed, Unpleasant taste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wound-cleaning potion,,,,,,,,,,,potions,,Antiseptic,"Purple liquid, Smokes on contact, Stings on contact",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Summoning Charm,,,,,,,,,,,spells,,Summons an object,,Accio,Charm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Age Line,,,,,,,,,,,spells,,Prevents people above or below a certain age from access to a target,,,Charm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water-Making Spell,,,,,,,,,,,spells,,Conjures water,,Aguamenti,"Charm, Conjuration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Launch an object up into the air,,,,,,,,,,,spells,,Rockets target upward,,Alarte Ascendare,Charm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Albus Dumbledore's Forceful Spell,,,,,,,,,,,spells,,Great Force,,,Spell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unlocking Charm,,,,,,,,,,,spells,,Unlocks target,,Alohomora,Charm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Healing Spell,,,,,,,,,,,spells,,Clears airway,,Anapneo,"Healing spell, Vanishment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hex that grows antlers on the head,,,,,,,,,,,spells,,Grows antlers on head,,Anteoculatia,Hex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anti-Cheating Spell,,,,,,,,,,,spells,,Prevents cheating,,,Charm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anti-Disapparition Jinx,,,,,,,,,,,spells,,Prevents Disapparition within a certain area,,,Jinx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
